RI_name,ri_values
poagfs,0.1491
soagfs,0.0049
poares,0.0382
soares,0.0237
poashp,0.1491
soashp,0.1491
poatrf,0.0354
soatrf,0.0354
poaoth,0.0035
soaoth,0.0035
