RI_name,ri_values
poagfs,0.4883
soagfs,0.4289
poares,0.0256
soares,0.0148
poashp,0.0163
soashp,0.0002
poatrf,0.0255
soatrf,0.0254
poaoth,0.42
soaoth,0.0875
