RI_name,ri_values
poagfs,0.1655
soagfs,0.0002
poares,0.0198
soares,0.011
poashp,0.1442
soashp,0.0002
poatrf,0.0089
soatrf,0.0002
poaoth,0.0003
soaoth,0.0002
