RI_name,ri_values
poagfs,0.005
soagfs,0.0002
poares,0.014
soares,0.0139
poashp,0.0033
soashp,0.0002
poatrf,0.0005
soatrf,0.0002
poaoth,0.0039
soaoth,0.0038
