RI_name,ri_values
poagfs,0.071
soagfs,0.0707
poares,0.0075
soares,0.0005
poashp,0.0003
soashp,0.0002
poatrf,0.0103
soatrf,0.0101
poaoth,0.0015
soaoth,0.0012
