RI_name,ri_values
poagfs,0.0291
soagfs,0.0002
poares,0.0219
soares,0.0002
poashp,0.4883
soashp,0.3462
poatrf,0.0924
soatrf,0.0616
poaoth,0.0003
soaoth,0.0002
