RI_name,ri_values
poagfs,0.4883
soagfs,0.3029
poares,0.1173
soares,0.043
poashp,0.0644
soashp,0.0002
poatrf,0.0124
soatrf,0.0122
poaoth,0.0003
soaoth,0.0002
