RI_name,ri_values
poagfs,0.0321
soagfs,0.0002
poares,0.0128
soares,0.0114
poashp,0.1301
soashp,0.0219
poatrf,0.0032
soatrf,0.0031
poaoth,0.0114
soaoth,0.0002
