RI_name,ri_values
poagfs,0.4826
soagfs,0.4824
poares,0.0261
soares,0.0176
poashp,0.0022
soashp,0.0002
poatrf,0.4883
soatrf,0.198
poaoth,0.0003
soaoth,0.0002
