RI_name,ri_values
poagfs,0.0003
soagfs,0.0002
poares,0.0318
soares,0.0294
poashp,0.2145
soashp,0.0508
poatrf,0.0003
soatrf,0.0002
poaoth,0.0004
soaoth,0.0002
