RI_name,ri_values
poagfs,0.0003
soagfs,0.0002
poares,0.021
soares,0.0002
poashp,0.0112
soashp,0.0002
poatrf,0.0343
soatrf,0.0102
poaoth,0.045
soaoth,0.0092
