RI_name,ri_values
poagfs,0.0028
soagfs,0.0023
poares,0.0267
soares,0.02
poashp,0.0003
soashp,0.0002
poatrf,0.012
soatrf,0.0002
poaoth,0.2971
soaoth,0.0295
