RI_name,ri_values
poagfs,0.1239
soagfs,0.1225
poares,0.0413
soares,0.0412
poashp,0.0928
soashp,0.0002
poatrf,0.0002
soatrf,0.0002
poaoth,0.0002
soaoth,0.0002
