RI_name,ri_values
poagfs,0.0004
soagfs,0.0003
poares,0.099
soares,0.0434
poashp,0.0004
soashp,0.0002
poatrf,0.0074
soatrf,0.0002
poaoth,0.0003
soaoth,0.0002
