RI_name,ri_values
poagfs,0.4871
soagfs,0.487
poares,0.0617
soares,0.043
poashp,0.0291
soashp,0.0002
poatrf,0.0027
soatrf,0.0002
poaoth,0.077
soaoth,0.0114
