RI_name,ri_values
poagfs,0.0021
soagfs,0.001
poares,0.0235
soares,0.0132
poashp,0.2826
soashp,0.2463
poatrf,0.0003
soatrf,0.0002
poaoth,0.0107
soaoth,0.0002
