RI_name,ri_values
poagfs,0.0711
soagfs,0.0002
poares,0.0148
soares,0.0131
poashp,0.1055
soashp,0.0002
poatrf,0.0251
soatrf,0.025
poaoth,0.0091
soaoth,0.0002
