RI_name,ri_values
poagfs,0.4442
soagfs,0.4255
poares,0.0087
soares,0.0085
poashp,0.0076
soashp,0.0005
poatrf,0.0655
soatrf,0.038
poaoth,0.2816
soaoth,0.1236
