RI_name,ri_values
poagfs,0.1414
soagfs,0.1414
poares,0.024
soares,0.0201
poashp,0.0243
soashp,0.0002
poatrf,0.0573
soatrf,0.0565
poaoth,0.0002
soaoth,0.0002
