RI_name,ri_values
poagfs,0.1028
soagfs,0.0472
poares,0.0179
soares,0.0121
poashp,0.0603
soashp,0.0293
poatrf,0.0467
soatrf,0.0205
poaoth,0.0205
soaoth,0.0004
