RI_name,ri_values
poagfs,0.0466
soagfs,0.0465
poares,0.1339
soares,0.0689
poashp,0.0004
soashp,0.0002
poatrf,0.0004
soatrf,0.0002
poaoth,0.0003
soaoth,0.0002
