RI_name,ri_values
poagfs,0.2906
soagfs,0.0002
poares,0.0391
soares,0.039
poashp,0.4883
soashp,0.4881
poatrf,0.1214
soatrf,0.0002
poaoth,0.0003
soaoth,0.0002
