RI_name,ri_values
poagfs,0.0008
soagfs,0.0002
poares,0.0836
soares,0.043
poashp,0.0133
soashp,0.0132
poatrf,0.2856
soatrf,0.272
poaoth,0.4883
soaoth,0.031
