RI_name,ri_values
poagfs,0.0632
soagfs,0.0002
poares,0.0459
soares,0.0423
poashp,0.0003
soashp,0.0002
poatrf,0.0003
soatrf,0.0002
poaoth,0.002
soaoth,0.0019
