RI_name,ri_values
poagfs,0.0048
soagfs,0.0002
poares,0.0776
soares,0.0775
poashp,0.0003
soashp,0.0002
poatrf,0.0717
soatrf,0.0004
poaoth,0.0005
soaoth,0.0004
