RI_name,ri_values
poagfs,0.0524
soagfs,0.0002
poares,0.0181
soares,0.0011
poashp,0.4883
soashp,0.4631
poatrf,0.4883
soatrf,0.0224
poaoth,0.0096
soaoth,0.0095
