RI_name,ri_values
poagfs,0.0347
soagfs,0.0002
poares,0.0775
soares,0.043
poashp,0.0003
soashp,0.0002
poatrf,0.0003
soatrf,0.0002
poaoth,0.0759
soaoth,0.0168
