RI_name,ri_values
poagfs,0.0038
soagfs,0.0002
poares,0.0308
soares,0.0307
poashp,0.0178
soashp,0.0173
poatrf,0.3216
soatrf,0.1192
poaoth,0.0003
soaoth,0.0002
