RI_name,ri_values
poagfs,0.0606
soagfs,0.053
poares,0.0415
soares,0.0291
poashp,0.0606
soashp,0.0354
poatrf,0.0011
soatrf,0.0011
poaoth,0.0011
soaoth,0.0012
