RI_name,ri_values
poagfs,0.1219
soagfs,0.0181
poares,0.0194
soares,0.0051
poashp,0.1219
soashp,0.1213
poatrf,0.0354
soatrf,0.0353
poaoth,0.0027
soaoth,0.0026
