RI_name,ri_values
poagfs,0.1219
soagfs,0.029
poares,0.0733
soares,0.043
poashp,0.0543
soashp,0.0451
poatrf,0.0016
soatrf,0.0011
poaoth,0.029
soaoth,0.0134
