RI_name,ri_values
poagfs,0.0382
soagfs,0.0107
poares,0.0335
soares,0.0334
poashp,0.0331
soashp,0.033
poatrf,0.016
soatrf,0.0012
poaoth,0.0024
soaoth,0.0012
