RI_name,ri_values
poagfs,0.0806
soagfs,0.0206
poares,0.0184
soares,0.0166
poashp,0.0662
soashp,0.0206
poatrf,0.0046
soatrf,0.0011
poaoth,0.0046
soaoth,0.0046
