RI_name,ri_values
poagfs,0.4872
soagfs,0.1241
poares,0.0181
soares,0.0155
poashp,0.2901
soashp,0.1332
poatrf,0.003
soatrf,0.0011
poaoth,0.0021
soaoth,0.002
