RI_name,ri_values
poagfs,0.0935
soagfs,0.0254
poares,0.0246
soares,0.0118
poashp,0.0181
soashp,0.0049
poatrf,0.0354
soatrf,0.0012
poaoth,0.0012
soaoth,0.0011
