RI_name,ri_values
poagfs,0.1683
soagfs,0.0354
poares,0.0613
soares,0.0458
poashp,0.1
soashp,0.0999
poatrf,0.0024
soatrf,0.0022
poaoth,0.0354
soaoth,0.0353
