RI_name,ri_values
poagfs,0.4366
soagfs,0.0354
poares,0.1768
soares,0.043
poashp,0.4132
soashp,0.1366
poatrf,0.0354
soatrf,0.0353
poaoth,0.0354
soaoth,0.0353
