RI_name,ri_values
poagfs,0.1163
soagfs,0.0522
poares,0.0423
soares,0.0409
poashp,0.0523
soashp,0.0208
poatrf,0.0354
soatrf,0.0354
poaoth,0.0011
soaoth,0.0011
