RI_name,ri_values
poagfs,0.0881
soagfs,0.0056
poares,0.0182
soares,0.0116
poashp,0.0846
soashp,0.0382
poatrf,0.0107
soatrf,0.0105
poaoth,0.0012
soaoth,0.0011
