RI_name,ri_values
poagfs,0.0548
soagfs,0.0049
poares,0.0181
soares,0.0128
poashp,0.0322
soashp,0.005
poatrf,0.0257
soatrf,0.0206
poaoth,0.0173
soaoth,0.0011
