RI_name,ri_values
poagfs,0.1636
soagfs,0.1604
poares,0.0238
soares,0.0229
poashp,0.0181
soashp,0.018
poatrf,0.0354
soatrf,0.0353
poaoth,0.0021
soaoth,0.002
