RI_name,ri_values
poagfs,0.0181
soagfs,0.0153
poares,0.0181
soares,0.0172
poashp,0.0181
soashp,0.018
poatrf,0.0181
soatrf,0.0172
poaoth,0.0096
soaoth,0.0095
