RI_name,ri_values
poagfs,0.1219
soagfs,0.0181
poares,0.04
soares,0.0059
poashp,0.1057
soashp,0.0049
poatrf,0.0011
soatrf,0.0011
poaoth,0.0011
soaoth,0.0011
