RI_name,ri_values
poagfs,0.1219
soagfs,0.0181
poares,0.0181
soares,0.011
poashp,0.0987
soashp,0.0085
poatrf,0.0088
soatrf,0.0073
poaoth,0.0017
soaoth,0.0011
