RI_name,ri_values
poagfs,0.1219
soagfs,0.0181
poares,0.0181
soares,0.0173
poashp,0.0728
soashp,0.027
poatrf,0.019
soatrf,0.0189
poaoth,0.0084
soaoth,0.0011
