RI_name,ri_values
poagfs,0.2349
soagfs,0.2311
poares,0.0243
soares,0.0208
poashp,0.0215
soashp,0.0214
poatrf,0.0351
soatrf,0.0328
poaoth,0.0013
soaoth,0.0012
