RI_name,ri_values
poagfs,0.1219
soagfs,0.0181
poares,0.0322
soares,0.0228
poashp,0.0181
soashp,0.0131
poatrf,0.0012
soatrf,0.0011
poaoth,0.0131
soaoth,0.0011
