RI_name,ri_values
poagfs,0.122
soagfs,0.0191
poares,0.0181
soares,0.018
poashp,0.0181
soashp,0.0057
poatrf,0.0012
soatrf,0.0011
poaoth,0.0052
soaoth,0.0011
