RI_name,ri_values
poagfs,0.6887
soagfs,0.0478
poares,0.06
soares,0.043
poashp,0.1146
soashp,0.1094
poatrf,0.0012
soatrf,0.0011
poaoth,0.0171
soaoth,0.0011
