RI_name,ri_values
poagfs,0.6038
soagfs,0.1897
poares,0.0537
soares,0.043
poashp,0.1678
soashp,0.1004
poatrf,0.0012
soatrf,0.0011
poaoth,0.0347
soaoth,0.008
