RI_name,ri_values
poagfs,0.1219
soagfs,0.0181
poares,0.0181
soares,0.0178
poashp,0.0906
soashp,0.0861
poatrf,0.0229
soatrf,0.0226
poaoth,0.0039
soaoth,0.0038
