RI_name,ri_values
poagfs,0.1219
soagfs,0.0212
poares,0.0214
soares,0.0212
poashp,0.0326
soashp,0.021
poatrf,0.0354
soatrf,0.0049
poaoth,0.0207
soaoth,0.0099
