RI_name,ri_values
poagfs,0.1219
soagfs,0.0181
poares,0.0281
soares,0.0276
poashp,0.1219
soashp,0.1218
poatrf,0.0354
soatrf,0.004
poaoth,0.0059
soaoth,0.0011
