RI_name,ri_values
poagfs,0.1219
soagfs,0.0514
poares,0.041
soares,0.0408
poashp,0.0449
soashp,0.0242
poatrf,0.0354
soatrf,0.0353
poaoth,0.0012
soaoth,0.0011
