RI_name,ri_values
poagfs,0.1219
soagfs,0.0354
poares,0.0805
soares,0.043
poashp,0.0544
soashp,0.048
poatrf,0.0048
soatrf,0.0011
poaoth,0.0354
soaoth,0.0011
