RI_name,ri_values
poagfs,0.0317
soagfs,0.0011
poares,0.0317
soares,0.0113
poashp,0.0152
soashp,0.0012
poatrf,0.0011
soatrf,0.0011
poaoth,0.0011
soaoth,0.0011
