RI_name,ri_values
poagfs,0.0413
soagfs,0.0122
poares,0.0812
soares,0.0354
poashp,0.0716
soashp,0.0011
poatrf,0.0065
soatrf,0.0011
poaoth,0.0257
soaoth,0.0134
