RI_name,ri_values
poagfs,0.067
soagfs,0.0122
poares,0.066
soares,0.0097
poashp,0.0585
soashp,0.0163
poatrf,0.0033
soatrf,0.0014
poaoth,0.0019
soaoth,0.0012
