RI_name,ri_values
poagfs,0.1366
soagfs,0.0094
poares,0.1315
soares,0.0075
poashp,0.0475
soashp,0.0181
poatrf,0.004
soatrf,0.0018
poaoth,0.0015
soaoth,0.0012
