RI_name,ri_values
poagfs,0.0266
soagfs,0.0011
poares,0.0144
soares,0.0096
poashp,0.0266
soashp,0.0266
poatrf,0.0158
soatrf,0.0158
poaoth,0.0011
soaoth,0.0011
