RI_name,ri_values
poagfs,0.0735
soagfs,0.0095
poares,0.0351
soares,0.01
poashp,0.0315
soashp,0.0151
poatrf,0.0076
soatrf,0.0017
poaoth,0.0019
soaoth,0.0012
