RI_name,ri_values
poagfs,0.0346
soagfs,0.0106
poares,0.0344
soares,0.0208
poashp,0.0062
soashp,0.0051
poatrf,0.0018
soatrf,0.0014
poaoth,0.0013
soaoth,0.0011
