RI_name,ri_values
poagfs,0.1436
soagfs,0.0038
poares,0.0384
soares,0.0354
poashp,0.1436
soashp,0.0354
poatrf,0.0354
soatrf,0.0353
poaoth,0.0038
soaoth,0.0037
