RI_name,ri_values
poagfs,0.1219
soagfs,0.0181
poares,0.0193
soares,0.0187
poashp,0.1219
soashp,0.11
poatrf,0.0354
soatrf,0.0354
poaoth,0.0027
soaoth,0.0026
